,Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region,Bought for Less Than Retail,Bought for Retail,Bought for More Than Retail
32249,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,282,200,2018-06-14,9.5,New York,False,False,True
32250,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,300,200,2018-06-14,9.5,California,False,False,True
32251,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,257,200,2018-06-14,7.0,California,False,False,True
32252,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,285,200,2018-06-14,10.0,Connecticut,False,False,True
32253,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,309,200,2018-06-14,8.5,Hawaii,False,False,True
32254,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,276,200,2018-06-14,13.0,Virginia,False,False,True
32255,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,285,200,2018-06-14,10.5,California,False,False,True
32256,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,281,200,2018-06-14,11.0,Illinois,False,False,True
32257,2018-06-28,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,299,200,2018-06-14,8.5,California,False,False,True
32258,2018-06-28,Off-White,Nike Zoom Fly Off White,790,170,2017-11-01,10.0,California,False,False,True
32259,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,319,220,2018-06-30,8.5,California,False,False,True
32260,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,335,220,2018-06-30,11.0,Virginia,False,False,True
32261,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,11.0,New Mexico,False,False,True
32262,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.5,Pennsylvania,False,False,True
32263,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,329,220,2018-06-30,6.0,New York,False,False,True
32264,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,10.5,Michigan,False,False,True
32265,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,335,220,2018-06-30,4.5,California,False,False,True
32266,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,326,220,2018-06-30,6.0,California,False,False,True
32267,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,330,220,2018-06-30,13.0,California,False,False,True
32268,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,8.5,Oregon,False,False,True
32269,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,301,220,2018-06-30,8.0,Oregon,False,False,True
32270,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,5.0,Oregon,False,False,True
32271,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,327,220,2018-06-30,10.0,New York,False,False,True
32272,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,11.0,New York,False,False,True
32273,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,335,220,2018-06-30,7.5,Illinois,False,False,True
32274,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,4.0,New Jersey,False,False,True
32275,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,337,220,2018-06-30,11.0,Florida,False,False,True
32276,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,10.0,Illinois,False,False,True
32277,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,318,220,2018-06-30,10.0,Rhode Island,False,False,True
32278,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,324,220,2018-06-30,9.5,Ohio,False,False,True
32279,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,343,220,2018-06-30,12.0,Texas,False,False,True
32280,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,308,220,2018-06-30,8.5,Michigan,False,False,True
32281,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,370,220,2018-06-30,6.5,New York,False,False,True
32282,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,11.0,Kentucky,False,False,True
32283,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,350,220,2018-06-30,13.0,New York,False,False,True
32284,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,340,220,2018-06-30,11.5,Maine,False,False,True
32285,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,342,220,2018-06-30,12.0,Georgia,False,False,True
32286,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,6.0,New York,False,False,True
32287,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,11.5,Hawaii,False,False,True
32288,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,305,220,2018-06-30,11.0,Texas,False,False,True
32289,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,340,220,2018-06-30,9.5,Tennessee,False,False,True
32290,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,9.0,New York,False,False,True
32291,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,315,220,2018-06-30,10.0,Colorado,False,False,True
32292,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,314,220,2018-06-30,9.5,Massachusetts,False,False,True
32293,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,321,220,2018-06-30,11.0,Oregon,False,False,True
32294,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,340,220,2018-06-30,5.5,Oregon,False,False,True
32295,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,315,220,2018-06-30,9.5,Illinois,False,False,True
32296,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.0,New York,False,False,True
32297,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,11.0,Illinois,False,False,True
32298,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,327,220,2018-06-30,13.0,Illinois,False,False,True
32299,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,330,220,2018-06-30,13.0,Illinois,False,False,True
32300,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,11.0,New York,False,False,True
32301,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,336,220,2018-06-30,9.0,New Jersey,False,False,True
32302,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,326,220,2018-06-30,6.0,California,False,False,True
32303,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,353,220,2018-06-30,14.0,Florida,False,False,True
32304,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,318,220,2018-06-30,4.0,Illinois,False,False,True
32305,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,329,220,2018-06-30,10.5,Florida,False,False,True
32306,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,12.0,Texas,False,False,True
32307,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,315,220,2018-06-30,11.5,California,False,False,True
32308,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,9.0,Texas,False,False,True
32309,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.5,Kansas,False,False,True
32310,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,6.0,Massachusetts,False,False,True
32311,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,328,220,2018-06-30,4.0,Washington,False,False,True
32312,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,9.5,California,False,False,True
32313,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,330,220,2018-06-30,11.0,New York,False,False,True
32314,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,330,220,2018-06-30,5.0,California,False,False,True
32315,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,10.0,California,False,False,True
32316,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,10.0,Florida,False,False,True
32317,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,327,220,2018-06-30,8.0,Pennsylvania,False,False,True
32318,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,7.0,Oregon,False,False,True
32319,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,337,220,2018-06-30,13.0,New York,False,False,True
32320,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,8.5,Oregon,False,False,True
32321,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,340,220,2018-06-30,5.5,California,False,False,True
32322,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,339,220,2018-06-30,12.0,New York,False,False,True
32323,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,324,220,2018-06-30,5.5,Connecticut,False,False,True
32324,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.5,New York,False,False,True
32325,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,7.0,Pennsylvania,False,False,True
32326,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,321,220,2018-06-30,8.0,Georgia,False,False,True
32327,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,323,220,2018-06-30,11.0,Indiana,False,False,True
32328,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,315,220,2018-06-30,8.0,California,False,False,True
32329,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,330,220,2018-06-30,5.5,New York,False,False,True
32330,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,327,220,2018-06-30,11.0,New York,False,False,True
32331,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,8.5,Oregon,False,False,True
32332,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,317,220,2018-06-30,5.0,Delaware,False,False,True
32333,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,315,220,2018-06-30,10.0,Michigan,False,False,True
32334,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.0,California,False,False,True
32335,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,305,220,2018-06-30,7.0,Michigan,False,False,True
32336,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,324,220,2018-06-30,7.0,Georgia,False,False,True
32337,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,317,220,2018-06-30,9.0,Michigan,False,False,True
32338,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,10.5,Mississippi,False,False,True
32339,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,333,220,2018-06-30,13.0,Florida,False,False,True
32340,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,9.0,New Mexico,False,False,True
32341,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,340,220,2018-06-30,12.0,New York,False,False,True
32342,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,4.0,California,False,False,True
32343,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,333,220,2018-06-30,5.0,New York,False,False,True
32344,2018-06-28, Yeezy,adidas Yeezy Boost 350 V2 Butter,326,220,2018-06-30,11.0,California,False,False,True
32345,2018-06-29, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,750,220,2016-09-24,7.5,New Jersey,False,False,True
32346,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,422,220,2017-11-25,9.5,Delaware,False,False,True
32347,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,409,220,2017-11-25,6.0,Washington,False,False,True
32348,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,390,220,2017-11-25,8.5,New York,False,False,True
32349,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,417,220,2017-11-25,10.5,Wisconsin,False,False,True
32350,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,420,220,2017-11-25,11.0,Florida,False,False,True
32351,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,399,220,2017-11-25,5.0,California,False,False,True
32352,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,395,220,2017-11-25,8.0,New Jersey,False,False,True
32353,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,411,220,2017-11-25,11.0,California,False,False,True
32354,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,422,220,2017-11-25,10.0,California,False,False,True
32355,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Beluga 2pt0,410,220,2017-11-25,12.0,Virginia,False,False,True
32356,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,377,220,2017-12-16,10.0,California,False,False,True
32357,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,385,220,2017-12-16,10.0,Oregon,False,False,True
32358,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,386,220,2017-12-16,14.0,Ohio,False,False,True
32359,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,364,220,2017-12-16,9.0,New York,False,False,True
32360,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,389,220,2017-12-16,10.5,Massachusetts,False,False,True
32361,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,353,220,2017-12-16,9.0,Oregon,False,False,True
32362,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,397,220,2017-12-16,11.0,Wisconsin,False,False,True
32363,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,400,220,2017-12-16,6.0,Arizona,False,False,True
32364,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,367,220,2017-12-16,9.0,Massachusetts,False,False,True
32365,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,390,220,2017-12-16,10.5,Texas,False,False,True
32366,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,382,220,2017-12-16,8.5,Texas,False,False,True
32367,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,385,220,2017-12-16,10.5,Georgia,False,False,True
32368,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,390,220,2017-12-16,12.0,New Jersey,False,False,True
32369,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,375,220,2017-12-16,9.5,California,False,False,True
32370,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,389,220,2017-12-16,10.0,New York,False,False,True
32371,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,400,220,2017-12-16,13.0,New Hampshire,False,False,True
32372,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,375,220,2017-12-16,10.0,Oregon,False,False,True
32373,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,378,220,2017-12-16,9.5,Oregon,False,False,True
32374,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,382,220,2017-12-16,14.0,Texas,False,False,True
32375,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Blue Tint,371,220,2017-12-16,11.0,California,False,False,True
32376,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,835,220,2017-02-11,11.5,Texas,False,False,True
32377,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,770,220,2017-02-11,8.0,Pennsylvania,False,False,True
32378,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,690,220,2016-12-17,8.0,California,False,False,True
32379,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,370,220,2017-04-29,9.5,Oregon,False,False,True
32380,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,393,220,2017-04-29,8.5,Oregon,False,False,True
32381,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,360,220,2017-04-29,10.0,Massachusetts,False,False,True
32382,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,358,220,2017-04-29,10.5,Virginia,False,False,True
32383,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,421,220,2017-11-18,6.0,Texas,False,False,True
32384,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,448,220,2017-11-18,9.0,New York,False,False,True
32385,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,525,220,2017-02-25,13.5,Washington,False,False,True
32386,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,523,220,2017-02-25,7.5,North Carolina,False,False,True
32387,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,480,220,2017-02-25,11.0,Missouri,False,False,True
32388,2018-06-29, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,484,220,2017-02-25,12.0,Texas,False,False,True
32389,2018-06-29,Off-White,Air Jordan 1 Retro High Off White Chicago,2300,190,2017-09-09,10.0,California,False,False,True
32390,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,808,190,2018-06-23,10.0,Massachusetts,False,False,True
32391,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,840,190,2018-06-23,7.5,New Jersey,False,False,True
32392,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,765,190,2018-06-23,7.0,California,False,False,True
32393,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,955,190,2018-06-23,9.0,Oregon,False,False,True
32394,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,770,190,2018-06-23,11.0,Georgia,False,False,True
32395,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,899,190,2018-06-23,9.5,Virginia,False,False,True
32396,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,690,190,2018-06-23,6.0,Georgia,False,False,True
32397,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,920,190,2018-06-23,9.5,California,False,False,True
32398,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,768,190,2018-06-23,13.0,California,False,False,True
32399,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,940,190,2018-06-23,8.5,California,False,False,True
32400,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,771,190,2018-06-23,11.0,Texas,False,False,True
32401,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,876,190,2018-06-23,9.5,Michigan,False,False,True
32402,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,930,190,2018-06-23,8.5,Oregon,False,False,True
32403,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,975,190,2018-06-23,8.0,New York,False,False,True
32404,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,652,190,2018-06-23,6.0,Oregon,False,False,True
32405,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,969,190,2018-06-23,9.0,Nevada,False,False,True
32406,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,901,190,2018-06-23,15.0,Florida,False,False,True
32407,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,825,190,2018-06-23,10.0,Colorado,False,False,True
32408,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,900,190,2018-06-23,8.0,Illinois,False,False,True
32409,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,820,190,2018-06-23,10.5,Missouri,False,False,True
32410,2018-06-29,Off-White,Air Jordan 1 Retro High Off White University Blue,750,190,2018-06-23,12.0,California,False,False,True
32411,2018-06-29,Off-White,Nike Air Presto Off White,1199,160,2017-09-09,6.0,New York,False,False,True
32412,2018-06-29,Off-White,Nike Air VaporMax Off White 2018,560,250,2018-04-14,8.5,Illinois,False,False,True
32413,2018-06-29,Off-White,Nike Air VaporMax Off White 2018,569,250,2018-04-14,9.0,North Carolina,False,False,True
32414,2018-06-29,Off-White,Nike Air VaporMax Off White 2018,554,250,2018-04-14,10.0,Michigan,False,False,True
32415,2018-06-29,Off-White,Nike Air VaporMax Off White 2018,589,250,2018-04-14,9.5,Colorado,False,False,True
32416,2018-06-29,Off-White,Nike Air VaporMax Off White Black,604,250,2018-03-30,11.0,New Jersey,False,False,True
32417,2018-06-29,Off-White,Nike Air VaporMax Off White Black,614,250,2018-03-30,10.0,Massachusetts,False,False,True
32418,2018-06-29,Off-White,Nike Air VaporMax Off White Black,605,250,2018-03-30,10.0,Ohio,False,False,True
32419,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,346,200,2018-06-14,9.0,Ohio,False,False,True
32420,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,350,200,2018-06-14,13.0,Florida,False,False,True
32421,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,322,200,2018-06-14,11.0,Connecticut,False,False,True
32422,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,350,200,2018-06-14,12.0,Florida,False,False,True
32423,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,326,200,2018-06-14,11.5,California,False,False,True
32424,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,350,200,2018-06-14,9.0,New York,False,False,True
32425,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,355,200,2018-06-14,10.0,Pennsylvania,False,False,True
32426,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Black,318,200,2018-06-14,13.0,Illinois,False,False,True
32427,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,298,200,2018-06-14,10.0,New York,False,False,True
32428,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,290,200,2018-06-14,10.0,Ohio,False,False,True
32429,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,320,200,2018-06-14,9.5,Florida,False,False,True
32430,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,285,200,2018-06-14,12.0,New Jersey,False,False,True
32431,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,298,200,2018-06-14,12.0,Florida,False,False,True
32432,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,298,200,2018-06-14,10.0,Wisconsin,False,False,True
32433,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,260,200,2018-06-14,7.5,New York,False,False,True
32434,2018-06-29,Off-White,Nike Zoom Fly Mercurial Off White Total Orange,296,200,2018-06-14,9.5,California,False,False,True
32435,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,284,220,2018-06-30,10.5,Texas,False,False,True
32436,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,285,220,2018-06-30,12.0,New York,False,False,True
32437,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,9.5,Washington,False,False,True
32438,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,9.0,New York,False,False,True
32439,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,275,220,2018-06-30,8.0,Maryland,False,False,True
32440,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,286,220,2018-06-30,9.5,New Jersey,False,False,True
32441,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,290,220,2018-06-30,11.5,Georgia,False,False,True
32442,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,289,220,2018-06-30,10.0,California,False,False,True
32443,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,290,220,2018-06-30,11.0,Virginia,False,False,True
32444,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,11.0,Georgia,False,False,True
32445,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,305,220,2018-06-30,10.0,California,False,False,True
32446,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,299,220,2018-06-30,7.5,California,False,False,True
32447,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,291,220,2018-06-30,11.0,Colorado,False,False,True
32448,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,8.0,California,False,False,True
32449,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,296,220,2018-06-30,10.0,Indiana,False,False,True
32450,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,10.5,California,False,False,True
32451,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,320,220,2018-06-30,9.5,Georgia,False,False,True
32452,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,280,220,2018-06-30,5.0,Oregon,False,False,True
32453,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,292,220,2018-06-30,12.0,California,False,False,True
32454,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,275,220,2018-06-30,11.5,Pennsylvania,False,False,True
32455,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,281,220,2018-06-30,9.0,New York,False,False,True
32456,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,8.5,New York,False,False,True
32457,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,325,220,2018-06-30,10.5,California,False,False,True
32458,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,305,220,2018-06-30,13.0,New York,False,False,True
32459,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,294,220,2018-06-30,10.5,Washington,False,False,True
32460,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,287,220,2018-06-30,11.0,Florida,False,False,True
32461,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,310,220,2018-06-30,5.5,New York,False,False,True
32462,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,290,220,2018-06-30,10.0,New York,False,False,True
32463,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,292,220,2018-06-30,12.0,New Jersey,False,False,True
32464,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,289,220,2018-06-30,10.0,Michigan,False,False,True
32465,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,275,220,2018-06-30,6.0,New York,False,False,True
32466,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,287,220,2018-06-30,9.0,Oregon,False,False,True
32467,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,300,220,2018-06-30,11.0,California,False,False,True
32468,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,298,220,2018-06-30,9.5,Oregon,False,False,True
32469,2018-06-29, Yeezy,adidas Yeezy Boost 350 V2 Butter,288,220,2018-06-30,10.0,Indiana,False,False,True
